pos1,pos2,count,mi
nt,m,450,-0.17393107453920484
v,q,449,-0.157448518977655
r,a,434,-0.6684077755746999
c,l,433,0.9547353681943562
an,n,423,-0.007634064539982781
d,l,422,-0.1101150156762432
a,c,419,-0.6290470002988147
ad,x,410,-1.115173545489887
n,vd,408,0.05303515675786074
ul,v,407,-1.350815223062299
j,m,405,-0.17514589700510164
uj,i,405,0.3358467127422029
j,nt,400,2.595674284530607
uj,b,399,0.9494412769731377
ns,j,393,0.4950794501492519
x,u,392,-1.7331367188635527
n,zg,391,-0.19999444363304794
t,p,388,-0.09807089268061572
nr,a,388,-1.0426748769592835
d,j,385,0.43055039518608834
uv,v,385,1.4902660327580814
ns,u,384,0.7669959978683558
n,nrt,383,-0.5951967340137224
p,i,377,0.3116015534481499
zg,n,376,-0.2570820107113098
d,ns,374,-1.7001399701023021
f,ns,370,-0.32044954002767323
uj,t,369,-0.17029132392383936
z,x,367,0.7369867085364256
n,ul,366,-2.0852915620545405
n,q,366,-1.0123854393848586
a,p,361,-1.7707157630002177
f,a,357,-0.48998805142438134
nr,l,356,0.36690325233599286
a,f,355,-0.5026916951788244
t,vn,353,-0.8023468498796222
c,r,352,0.16183669025199734
u,vn,350,0.14482101010231296
ns,t,350,-0.1724583346069703
a,l,349,-0.4234395873348785
ad,vn,348,0.8201984364376568
nrt,v,346,-0.21608583808916612
d,ad,346,1.280432452747978
nt,vn,344,-0.3621345924561276
v,nrt,343,-0.19426742581576809
v,ud,342,1.8306541451080267
nrfg,p,341,0.8333221147442529
d,r,340,-0.915930350098658
q,v,338,-0.5490257750928148
ns,nt,337,0.2257424713942883
r,r,336,0.0020088734226560846
t,t,335,1.2587680964775574
c,nr,332,-0.16392192623086616
b,vn,328,0.2385005873737001
s,uj,328,1.1746110800915388
nr,u,326,1.21828748884448
l,d,324,-0.4966580882444792
p,j,324,0.22155729243960426
b,nr,320,1.4313386312234733
m,nt,320,-0.6025898907345235
u,a,320,0.445715917267257
p,b,318,0.7011915212444173
t,f,318,0.9071031007331318
ul,ns,315,0.7641745477064956
t,ns,315,-0.4185479657441174
m,l,315,-1.2508036735436443
a,ul,314,0.6253043504611898
ns,r,308,-1.0236765572546374
nrfg,a,307,0.544079466917111
v,ng,305,0.20603544403508028
vn,nr,302,-1.7895564594733164
nt,uj,300,-0.14548577065771007
a,nz,299,-0.09283300731917994
c,nt,296,1.0314592254056185
r,q,296,2.587364435909553
v,vd,295,0.14524608298566793
k,v,294,0.810458091211916
ul,r,293,1.5814365274950442
vn,l,292,-1.102663128872956
j,j,290,2.1792834424490324
v,zg,285,-0.09613600793819675
d,c,285,-1.1457267157849598
f,vn,284,-1.2501991200587097
n,ng,281,-0.47226879214434175
x,q,279,-0.9280022266096049
v,an,277,-0.06674356910077069
nt,c,266,0.7614879325152457
m,b,264,-0.3259663321801342
nr,f,258,-0.20144701923348873
eng,n,258,0.46666046317714777
nr,nz,255,0.43921139025569916
nt,b,254,2.343872044632193
p,p,249,-2.2273887187070502
n,z,248,-0.11457756822239007
l,p,246,-0.7983364999027976
nz,p,243,-0.2719460975231104
ng,n,243,-0.6787232140653686
j,d,242,-0.24651743650848465
x,z,240,0.31407845622936204
vn,i,238,-0.8531464098332701
nt,d,236,-0.4335258954003913
z,n,235,-0.23598361707042106
l,a,233,-1.0143744247609061
vn,b,233,-0.24865030270635738
a,r,232,-1.50664890026989
r,c,231,-0.5137830465407508
vn,r,231,-1.934845728189847
i,a,228,-0.5151992912583498
ng,v,228,-0.20543759622186966
ad,p,225,0.7589236200890247
j,uj,225,-0.4097349989574005
x,eng,225,0.7578155864838506
uj,nrt,223,1.5562454997927586
t,r,221,-0.008140280986385369
i,vn,220,-0.9969075160083424
vd,vn,219,1.6497267225857193
y,x,213,2.1961860192027802
an,v,212,-0.43901935581219476
r,nr,212,-0.903754523985396
nz,c,211,0.4510579434675161
l,f,210,0.26559839274060476
b,uj,208,-0.004516813098657035
vn,j,207,-0.9259507662663949
j,c,205,0.5364738674986553
f,p,204,-1.159633409308837
h,n,204,1.6556588817271334
uj,s,202,0.502785251998476
r,l,201,-0.24514977632424437
x,an,200,-0.6207329300952248
c,i,198,0.3703922881590003
t,a,198,-1.2063366789612822
r,i,197,0.2703738665649629
zg,v,196,-0.6317529109892006
ul,d,196,0.0037915368110116162
ns,b,195,-0.009374461954661524
r,t,194,-0.12360205565873698
j,p,193,-0.47726655062793244
nt,nz,192,1.3141867502160935
nz,ns,192,-0.6315683496713879
d,t,190,-1.0886720263951721
nt,l,189,0.7377785416887643
n,uv,187,-0.13088375053911377
vn,nz,186,-1.1996407446176958
m,i,186,-1.4663293662111323
x,ng,186,-0.5915745620271277
c,t,184,-0.10723932081804766
z,uj,183,2.319053765566151
vn,t,182,-1.6120064778969685
uj,ad,181,0.3064094169363433
nr,nrt,179,2.000786098147849
ud,d,179,3.326396758387659
ns,s,178,0.3944060837580154
m,eng,178,2.195992210524856
v,z,177,-0.0411032045761686
c,b,177,0.8437689439429643
m,c,176,-2.559910693747261
m,ng,176,1.1049226297937833
s,vn,175,-0.14582469869885017
m,nz,174,-1.5533800640549487
l,m,174,-2.065107916274385
nz,f,172,0.521710033889726
nz,d,170,-0.883024750878256
s,a,169,0.2340215498609158
ad,uj,169,0.19222926287574715
eng,x,168,0.17760164986128746
j,ns,167,-0.7057915446856134
uj,c,166,-1.964746088748254
f,l,165,-0.06968856069165898
a,t,165,-1.3315140296414067
nr,i,162,-0.2244566611340209
mq,n,162,0.2777036391362532
a,u,161,-0.5612164221861067
ns,i,161,-0.9209156233702311
f,j,160,0.5589672839371406
nz,nr,160,-0.21425604094409378
t,nr,160,-0.7154811746829457
f,i,159,0.42139569495863993
x,mq,159,0.786366639950298
nz,m,158,-1.6601782598328643
zg,m,156,0.7761780427881797
n,vg,156,0.07444404981688826
an,vn,153,1.0269995299456143
u,r,153,0.42082612373562117
s,d,153,0.13258243455746554
k,n,153,-0.6970345182163351
uj,j,150,-0.96858624515841
vg,x,149,0.3301476723549704
k,x,147,-0.4248989967439888
vd,n,147,-1.4271475970919845
i,nrfg,146,1.7843463365806844
ad,a,145,-0.01265804528622657
p,nrt,144,1.0043828265240362
q,uj,143,0.5606125090363815
d,b,141,-0.5120116115922994
i,p,141,-1.0708283888511492
b,b,141,2.164086640172662
c,nz,141,-0.11024836210632924
nrt,nr,139,1.6332404582064677
a,i,138,-1.2174748421546027
ns,nrt,138,0.9379689401955589
uv,x,137,-0.23577360781956047
nz,nt,136,0.912245922773343
uz,v,135,-0.836145269717414
nt,a,135,-1.2814058259974839
m,r,134,-2.978029583326082
u,ng,134,3.9191372564410822
c,j,133,-0.07515544704392613
v,ug,133,1.1950655713169023
m,s,133,-0.7797005875415083
c,f,131,-0.8739089410212563
nr,j,131,-0.4023572131057015
a,uv,131,2.2873197930188462
zg,a,131,1.1536896681713085
vn,ul,129,-1.080054017215625
r,nt,129,-0.25948050577088166
v,k,126,-0.4329317810014563
v,uv,125,-0.151928801814564
ng,uj,125,1.2781030579084667
nr,r,124,-1.648740950096461
mq,x,124,0.2219009659671373
a,s,123,-0.21297963931706604
j,a,123,-1.2649186467299214
i,c,121,-0.36479914808612607
f,nrfg,121,0.8917060049448715
m,ad,120,-0.966102666827723
ul,p,120,-0.6083706258086117
uz,ns,118,1.454348919241359
d,nz,118,-1.3948830229943412
c,c,118,-1.390175417624163
nrt,ns,117,0.7043173905052763
r,s,117,0.6891919209684564
r,b,116,0.1414307680167346
l,ns,116,-1.9026422593781187
ud,a,116,2.6585094979648924
l,i,116,0.05770148084015166
u,d,115,-0.988669648389648
ul,vn,115,-1.237658658755814
vn,zg,115,0.5441809377036794
nrfg,x,115,-3.4746118372028647
j,b,115,1.3514656797835556
nt,f,113,-0.1081290161434589
t,l,113,-0.48175679610969785
s,m,113,-0.9761697667140082
d,f,112,-2.1277033783521624
u,q,112,2.7390128227372808
n,eng,112,-0.724572421905691
an,c,112,2.071571453482848
vg,n,112,-0.4115169453782204
nt,nr,111,-0.765521527227625
uj,f,111,-2.1798831293177754
ul,nz,111,1.2288907533030793
t,c,110,-0.9899066654538616
nr,t,110,-1.1547838954484373
ad,d,110,-0.3691549434904192
uz,m,109,0.5924620370390216
ul,nr,109,-0.08650243134276854
d,nrt,109,0.5627706199074954
j,u,107,1.046180888091799
n,uz,107,-1.7525564551941213
f,nz,107,-0.14085565650908183
l,r,107,-1.0974431243509641
q,d,106,0.18679714321254937
nrfg,d,106,-0.9480424456037871
i,d,106,-1.57811637257381
ul,nt,105,1.220525978900887
z,v,105,-0.8330469386847598
ul,i,105,1.1395557872036093
l,l,105,-0.630557511233057
v,vg,104,0.049546673045831637
an,a,103,0.8862901385460916
ud,v,102,0.10622442307054848
l,u,102,0.30601182631612295
uj,an,102,0.8636173986825708
f,nr,101,-1.5132728032311022
nz,u,100,0.8215350782324983
u,uv,100,4.425821157696553
ns,ng,100,1.0430028767655264
c,an,100,1.9020152995949748
ul,l,100,0.5246429447004523
j,f,100,-0.13366351780476865
nrt,c,99,1.4097988961543568
vd,j,98,3.1266349357129237
x,vg,98,-0.1202865857000431
i,f,98,-0.303466016818215
j,nr,96,-0.8241866218774214
b,ns,95,-1.0010805698940293
m,ul,94,-1.7942164251391919
l,nr,93,-1.541117728836571
vn,nt,93,-2.1278351703359046
j,l,93,-0.13451680044512365
b,a,92,-1.1653115370774603
d,u,92,-1.3292627350826083
uz,a,91,0.9615631951687186
u,uj,90,-1.400442119395707
nr,ng,90,1.578525620786679
p,ad,90,-0.6224711486079175
eng,v,90,-0.48750558863189336
f,c,90,-1.4134882990614357
mq,v,89,-0.021204825497435527
nrfg,m,88,-1.888074602523698
q,a,88,-0.12374417099943459
b,j,86,0.9441987660708838
d,nt,85,-1.7963295619366895
f,r,84,-1.537800434011646
u,l,83,0.0325847942428256
b,p,83,-1.1761244976143996
ns,q,83,-0.1472040469659069
k,uj,83,1.3364715613554674
r,j,82,-0.8655994988978365
c,s,82,0.2690928269739398
n,mq,82,-0.6449260499460828
uv,n,82,-1.306104705490637
nt,u,80,0.475853725598861
nt,nt,80,0.12295791866409093
ul,t,80,0.375401419470398
u,b,80,1.1591246981755985
uz,x,79,-1.844537206547047
uz,r,79,1.7971997618102002
vn,s,79,-1.2736782706876453
p,ul,78,-1.3047340404559313
r,f,78,-1.7146433446672624
u,ns,78,-1.4728726438483613
n,ug,78,-0.13487976927213827
nt,j,77,0.11537262214984578
nt,r,77,-1.0517844236903384
a,b,76,-1.4429440597086098
ns,ad,76,-0.8714100731583403
d,uv,76,1.5411329140860839
q,nr,76,0.4630357532774375
q,vn,74,-0.8039003481176927
k,d,74,1.2290210120288507
an,uj,74,0.3931599388865466
a,zg,73,0.3104803198477633
q,f,73,1.0365622137329533
a,j,73,-2.0076482906772606
nr,s,72,-0.22387650829986744
c,ad,70,0.0028135999072793436
j,t,70,-0.37170602495088056
ns,zg,70,0.32410557536063606
vd,p,70,0.5721101682125715
eng,m,70,0.8871629110137383
s,ns,70,-0.9196375545668065
q,ns,69,-0.3567140179490675
d,an,69,0.33895720874735935
p,an,69,0.378828738698514
s,l,68,0.4543624953450773
nrt,m,67,-0.8473862962377786
r,nz,67,-1.2764241450181544
vd,a,66,0.34951170645290996
a,an,66,0.23551826216654134
l,j,66,-0.6273589455534735
ng,d,66,0.41484840899619135
i,nt,66,-0.14444393923959448
b,l,66,-0.11072183326001332
i,uv,65,3.332455653147296
t,u,63,-0.34626632178116196
ad,i,63,0.8629938433265207
nr,zg,63,0.8596283193817885
a,nt,62,-2.290832796848618
ng,p,62,0.42030768591167955
x,h,62,0.4084254379728724
r,ad,62,-0.2649867276216161
uj,nrfg,62,-1.5074050466469164
nr,b,60,-1.022288342629551
vn,ad,60,-1.708578662649773
nrt,uj,60,-0.3931770864843815
v,eng,60,-1.0649716244046774
vn,vd,60,-0.20278946190541255
p,z,60,0.8489718580196568
ul,nrfg,59,1.1722833468953207
nt,i,59,-0.39729731855870803
t,nz,59,-0.8656045771357987
nz,t,59,-0.7453810057668846
ug,m,59,1.764174092296249
q,q,58,3.0826752837906217
a,ng,58,0.1829608846704504
nz,nz,57,-0.41413247859404617
uv,p,57,1.238880397251975
j,nz,57,-0.28709746536116776
u,p,56,-1.9311476913893526
nrt,nrt,56,3.682928318099984
c,nrt,55,0.6036723665062882
t,j,55,-0.8475260810129733
b,f,55,-0.47760033512014544
u,f,55,-0.6649390196057777
zg,nr,55,0.6999104096291017
t,mq,55,3.2791437158882846
s,nr,54,-0.613686354787216
k,p,54,0.8701122344504358
nr,ad,52,-0.7313720309946312
d,vd,52,0.05203314399670596
ns,vd,51,0.05887695611392991
nr,q,51,-0.1622922988751338
f,ad,51,-0.08656700347129791
nr,vg,51,2.1548348097484076
nz,l,51,-1.128285282814538
o,x,51,1.2334374144993518
nrt,u,51,1.9005877517436853
l,nz,50,-1.1472587070972091
zg,b,50,2.4775316373169245
t,i,50,-1.1135560541384015
a,q,50,-0.9525540859860306
vg,nr,50,2.1552058808322894
j,ng,50,2.1656832813089784
i,m,50,-3.333723958356294
nz,r,50,-1.6509615168642402
p,vd,50,0.03532114558149331
nr,uz,49,0.814054039342212
uj,p,49,-4.651793031869193
ul,ad,49,1.1725150285356167
zg,ns,49,-0.147086174341438
vn,an,49,-0.6161308872851463
tg,x,49,0.9943921519285029
f,b,48,-0.6713970338239832
m,zg,48,-0.9738706166974899
ug,f,48,3.5258978308531597
f,ul,48,-0.6498418591022248
vn,q,48,-1.433412649248041
nrfg,uj,48,-2.149135915837188
ul,s,48,1.1807779245351084
j,r,47,-1.613193841728449
b,m,47,-2.763775484164763
b,d,47,-2.0922321631707534
uz,d,46,0.01938298931311741
v,y,46,0.19939799211293555
uj,z,46,0.3865309932588809
uz,nz,46,2.0647761835702876
u,t,46,-0.6462061113897781
nrt,d,45,-0.750079069371867
nt,t,45,-1.1599242165453258
q,m,45,-1.7208135360149845
nz,i,44,-0.796755491536977
p,mq,44,1.4678087050935344
uv,a,44,0.7277124375513824
nr,z,44,1.084025376850304
nr,nt,44,-2.0239048536840705
v,h,44,-0.0022358690567149428
q,p,44,-0.9860346068262861
vd,uj,43,-0.284700696308722
uz,nr,43,0.6783173391427041
vg,m,43,0.5098395735811514
vn,ud,43,0.7887113886738313
i,nr,42,-2.157487853173747
ug,x,42,-0.6987472012730764
p,ng,42,-0.2035225485661041
u,j,42,-0.2770872503380859
v,g,41,0.7804072995041355
p,q,41,-1.1596781320304141
vn,uz,41,-0.626761309277481
s,i,41,0.2689751733245808
ng,f,40,1.0802433507286862
z,m,40,-0.4881257824331801
k,vn,40,-0.1307346611087296
x,ug,40,-0.6223921540169154
n,y,40,-0.5623009930068145
nrt,p,39,-0.8608728609522266
a,ad,39,-1.9081021651876013
an,d,39,-0.4727556914887964
t,nt,39,-1.3910398333536
x,ud,39,-1.3858995356356132
n,ud,38,-1.899335980284385
l,b,38,-0.9172242750632593
g,v,38,0.6817265945426385
i,i,38,-1.0218807368517402
r,an,38,0.41337300229303126
vd,x,37,-3.0875155569707657
i,l,37,-1.6048783992781352
tg,v,37,0.8244927613981496
s,p,37,-1.8196949566191702
nz,ul,37,-0.39005084404299006
v,ag,37,0.8379836869065159
an,u,36,1.881861666564999
uz,p,36,-0.23859687941451688
m,an,36,-1.3184397341359921
zg,j,36,1.49699917257943
v,mq,36,-1.2724879291717544
t,b,36,-0.9523595166902379
ul,b,36,0.23036299676037506
m,u,35,-3.442339161742149
nrt,j,35,1.052105877460602
ul,j,35,-0.3168802641420531
ns,an,35,-0.6054260427990222
x,tg,35,0.6621219792273302
vg,a,35,0.8423486785319473
ng,u,35,1.9698318820564356
d,s,35,-1.9869025185502371
vn,k,35,-0.3312836838068016
zg,vn,35,-1.1806282405310857
d,zg,34,-0.7525727886208119
d,ul,34,-2.5425449480189948
u,nz,34,-0.7013036638265138
d,z,34,-0.010327426289677245
a,k,34,0.04886101470701356
b,c,34,-1.536983731821763
vg,v,33,-1.6092696407928329
d,ud,33,0.8681142366997315
uj,eng,33,0.44420969120629156
g,n,33,-0.0870149068270317
ad,l,33,-0.6144154754267014
nrt,f,33,0.19032291986049776
zg,nz,33,1.252106458535564
ag,v,33,0.6594335151276532
j,nrt,33,0.9965190073192958
ad,r,32,-1.152916676638086
nrfg,c,32,-1.6535884583906975
n,o,32,0.22824564136423584
ng,c,32,0.3928287314140264
q,u,32,0.9289712641230815
f,t,32,-2.263324205280167
l,t,32,-2.1721164592418716
df,v,32,1.9032843644002735
a,y,32,2.0474459140139696
u,i,32,-0.7979311224923399
ad,ul,32,0.5423968203289391
c,h,32,2.976977357276197
r,nrt,32,-0.2704009679891756
m,nrt,31,-1.9700148820300505
c,nrfg,31,-1.4404379935377416
a,ud,31,0.7386078185670507
z,ns,31,-0.10842940931624447
ns,nrfg,31,-2.4333061631019803
u,zg,31,1.602920247795053
q,l,31,-0.09522193873385049
nrt,vn,30,-1.8072719724890158
zg,t,30,0.7336013724156911
uz,vn,30,-1.0695187735313698
x,uv,30,-2.294925875588123
uv,vn,30,-0.25500650958730714
ad,nz,29,-0.2471404676303367
i,ns,29,-3.3721709953860235
l,vd,29,0.6959855964674343
ns,eng,29,0.3318954505203463
x,ul,29,-5.267048665980902
j,s,29,-0.10066594753735816
d,ug,29,1.4086826180624343
i,u,29,-0.9779612565357059
l,an,29,0.5748249225810109
z,a,29,-0.3225820394850431
nrt,nz,28,0.6108159506132325
u,s,28,0.17992895384172983
p,eng,28,0.2862827191147122
r,u,28,-2.1104570322017615
l,ad,28,-0.8604296773468942
ng,r,28,0.17540719207233466
nrfg,t,28,-1.2042163462221496
x,df,28,1.6055384508609627
i,j,28,-1.3339268788622278
nrt,a,27,-1.5290971418241552
r,zg,27,-0.15013539082742727
k,i,27,1.810683725405053
x,o,27,0.45909488275781324
uz,t,27,0.9151001673068052
r,vd,27,0.04149366489933785
yg,n,27,1.2388146257426587
k,a,27,-0.26759732972271266
an,t,27,0.6611212236996559
ul,f,26,-1.5226176229595185
ud,r,26,1.5406186796414874
i,r,26,-2.6079991286189244
ul,q,26,0.8553390108505955
nrt,i,26,0.49473612928123406
t,ul,26,-1.4002896252696995
ug,n,26,-1.720475925239378
ag,n,26,-0.24972899337424645
t,s,26,-0.8864673714955683
b,t,26,-1.2819896648200666
nrfg,u,26,-0.5054286065521625
m,z,26,-1.1161480369464192
ug,ud,26,7.40015346602414
u,nr,26,-2.3774884300084294
nz,j,26,-1.4272209426576885
p,c,26,-4.5602335767448166
p,uj,25,-5.6973270632788315
i,t,25,-1.9977890054750522
nz,zg,25,0.8343241395009678
s,c,25,-1.458574776584173
nr,an,25,-0.4033270325030616
zg,nt,25,0.9233741032336263
uz,i,25,1.1759057998725126
b,nt,25,-0.885766056534705
s,r,25,-1.4833512379834688
nrfg,ns,25,-2.9562218737688477
l,uv,25,1.4234727659014712
vn,ng,25,-1.4531287948908391
