pos1,pos2,count,mi
p,u,25,-3.1690969714137416
nrt,l,24,-0.16526460275046143
nz,b,24,-1.0360968836725422
ag,x,24,-0.035355191465549066
i,nz,24,-1.675681132158683
ng,a,24,-1.086635687927188
vg,ng,24,5.027288405911552
x,yg,24,1.5289968959879698
ns,z,24,-0.4779695785320396
g,x,24,-0.21659550613569561
nt,ad,24,-0.5624829523164708
d,vg,23,0.28358739808090133
vn,z,23,-1.0355017948525487
nr,ul,23,-2.384061807459298
ud,i,23,2.4023715140220987
b,an,23,1.430092959791165
n,h,23,-1.4981706555870986
zg,d,23,-1.3141188990230468
m,uv,23,-0.9020301308479839
q,c,23,-0.9951869135173482
f,s,23,-1.197420149992237
b,uv,23,2.4928656084644727
f,f,23,-3.0162929149068
q,nz,23,0.027831838963533324
ng,ns,23,-1.0300989176818358
l,nt,23,-2.19574736653313
ad,nr,23,-1.870721149773564
ng,ng,22,3.517093673592368
j,ul,22,-1.0130375778017642
ug,a,22,0.9704535042796325
n,tg,22,-0.48369115831044784
nrfg,l,22,-1.7248262192997645
a,nrfg,21,-3.0693518481580186
ng,m,21,-1.908771608577511
n,ag,21,-0.5392173798937729
s,f,21,-1.3446270191528402
ng,nr,21,-0.4809967363990001
nz,s,21,-0.6933645331190484
s,nz,21,-0.6870947910992561
ad,c,21,-1.7358227924600298
ud,n,21,-2.7390916034067248
ns,vg,20,0.11681172519807173
ad,an,20,1.7247654564548263
eng,nr,20,0.5075828611346455
u,u,20,-1.0421370289729297
f,vd,20,0.06872495018892961
j,q,20,-0.07763497888201723
l,s,19,-1.3818468465673694
zg,p,19,-1.4940962557494077
mq,vn,19,-0.3124592453918912
mq,a,19,0.11771867871801947
vg,u,19,2.47314022879038
x,ag,19,-0.2076455499988389
p,zg,19,-1.5522365864764112
s,b,19,-0.20552159206934126
nz,nrt,19,0.07301738817154929
ug,l,19,2.292706939601927
m,mq,19,-0.502364417598827
m,tg,19,1.5569908600175943
t,ad,18,-1.4549923275878918
o,n,18,-0.5989139453584644
uj,q,18,-2.4264173604154555
rz,n,18,1.2542446663122644
ng,vn,18,-1.9318511113159427
j,i,18,-1.9592270954990836
d,mq,18,0.1384305579473948
m,vg,18,-0.7888470440812939
nr,k,18,-0.10698419018688765
an,p,18,-1.492575823021666
eng,q,18,3.3651658165187937
k,ns,18,-0.7346225155343733
ul,y,18,3.96868048392654
vg,t,18,1.5894347732026075
uv,d,18,-0.5197417013575204
s,j,18,-0.7901253804756969
c,z,18,0.09986109175335539
nt,s,18,-0.9395102122017711
i,ul,17,-1.5256625085426518
o,v,17,-0.11616799826589921
s,s,17,0.16939116423330225
b,h,17,3.712812092440438
ns,h,17,1.0715720289622974
nr,vd,17,-0.8385597071410236
nr,g,17,2.6436206490085636
uj,h,17,0.9974731454173612
b,s,17,-0.3526244424799023
q,j,17,-0.2889054438831333
n,g,17,-1.0497469878137082
ug,uj,17,0.5824016887873984
ul,z,17,1.7016735330194783
eng,uj,17,-0.5412494600782375
eng,p,17,-0.3874568577998131
q,t,17,-0.7892688382130781
uv,uj,17,-0.6603393779408518
k,m,17,-1.5645128333437692
uj,mq,17,0.016727702497306648
f,q,17,-1.07443539590336
z,nt,17,1.0661510534627676
vg,ns,16,-0.1689970235035235
ng,i,16,0.40668286647942126
vg,vn,16,-0.7171122625229296
f,u,16,-2.4576212616936677
d,q,16,-2.5571016665996527
vg,d,16,-0.24488186012693702
a,z,16,-1.1370988767011192
k,t,16,0.683959278287133
nr,o,16,2.9216132781865083
uz,nt,16,0.6130198017950657
mq,uj,16,-0.14629187283084213
ad,ns,16,-3.0746298203916655
ad,m,15,-3.9151673824005693
z,nr,15,-0.47538840953351275
eng,eng,15,5.098289344390605
vn,ug,15,-0.0036812648261639646
u,nt,15,-1.8100703351865435
z,nz,15,0.8137732335391553
ns,k,15,-1.057544433486884
an,f,15,-0.4634063485389403
ud,m,15,-0.9220717442620886
l,ul,15,-2.2367060181765677
d,nrfg,15,-3.5154700661671576
an,m,15,-2.5228106357365356
x,g,15,-0.7543574942254201
r,z,15,-0.2558869350512427
ud,z,15,4.9746005758052565
f,an,15,-0.46747322297633753
ad,uv,14,2.272964932298376
z,vn,14,-1.803386036664922
vn,nrt,14,-2.8593322661813714
x,k,14,-3.6869601671637593
zg,l,14,-0.5386208707925313
vg,uz,14,4.362352498018
yg,v,14,0.8564901529213326
ug,ns,14,0.4363141226094352
a,uz,14,-1.7549935176295182
uz,s,14,1.5099096864318575
r,ul,14,-2.8876401303314747
eng,u,14,1.7068727125941168
ug,t,14,2.024820917873254
a,nrt,14,-2.4373673919729293
ns,ag,14,1.8816619187411403
mq,d,14,-0.2808014343818797
b,nz,14,-1.7940728985336167
t,nrfg,14,-2.0857272938595295
uz,nrfg,14,1.2037345601513847
p,uz,14,-1.6758133785172609
l,y,14,2.3805206207169247
nrfg,nr,14,-3.11237642692488
uz,z,14,3.5283049543870444
mq,p,14,-0.18514434849481345
uj,vg,14,-0.4718603311766227
t,zg,13,-0.6103174658715167
c,mq,13,0.6966716324972343
f,vg,13,0.8556685896109342
nr,tg,13,2.4506845780156192
vg,uj,13,-0.6025776583772031
u,vg,13,1.9492247274443097
f,nt,13,-3.1100773504873453
ud,l,13,1.0347257614944185
ad,f,13,-2.0622139726704005
h,v,13,-1.7511186348187318
l,zg,13,-0.6531847362458109
q,s,13,0.36605013790859126
nt,vd,13,0.05878346584782552
s,u,12,-1.0697483319402987
nrt,ng,12,2.030238100336948
u,an,12,0.30415481996967575
ug,r,12,1.1356348450265663
q,i,12,-0.9199322337878102
eng,a,12,-1.0276667625021447
vn,mq,12,-0.9078054261433064
ns,ul,12,-4.010187100261358
nz,z,12,0.517675812778534
zg,s,12,0.9540153767592456
nz,ad,12,-1.5387296945701958
x,rz,12,1.6912683248868468
k,l,12,0.09623520935098107
ud,vn,12,-1.0446869205514342
uj,o,12,1.7449510578965255
zg,r,12,-1.2551203739819106
ud,x,12,-3.2165955061356954
b,u,12,-1.5917639386535034
z,d,12,-1.553548055605377
ul,uj,12,-4.084091322974398
h,vn,11,-0.05557523669417025
b,r,11,-3.189791415834101
m,ug,11,-0.7086642459753354
vn,uv,11,-1.7086364640897491
a,mq,11,-0.611371434018723
uz,l,11,-0.5530422858766744
i,q,11,-1.0807876084860122
l,q,11,-1.611258872478107
vg,c,11,0.23692420028664887
b,i,11,-2.15116081936941
eng,d,11,-1.1111451662999214
ul,nrt,11,-0.03398112692297804
x,y,11,-1.948835730026771
k,s,11,1.6857329961553473
ug,v,11,-2.3962759174586346
k,nz,11,0.5243924592943681
f,z,11,-0.24315521945676608
zg,c,11,-1.3558747946664738
j,ad,11,-1.5372255634211762
s,z,11,1.5597552095754468
q,b,11,-0.41033539009109327
nrfg,f,10,-2.9661738390760375
ud,ad,10,2.3332325677353705
ng,zg,10,2.1752660212673014
r,vg,10,0.016966273791506174
nrt,r,10,-1.9224060904371867
nr,nrfg,10,-3.3780485411352905
b,eng,10,1.437082613758277
m,vd,10,-3.0452759668045184
c,uj,10,-6.031400330266289
f,nrt,10,-1.4882821805361153
tg,ns,10,1.4216342273043245
nrfg,zg,10,0.12884883146257742
m,y,10,-0.31011486948506056
ag,nrt,10,5.463254952424832
nt,vg,10,1.0887038587623705
nz,ng,10,-0.2832798268112622
z,r,10,-0.818984481062178
m,h,10,-0.44761839323499536
p,h,9,0.15904753081860434
t,q,9,-1.8578982192987978
s,ul,9,-1.261968929348856
h,d,9,0.12714854850683738
s,t,9,-2.2904887748056417
u,c,9,-3.641860256115422
ns,mq,9,-0.8267112537657844
c,q,9,-2.3594503073062807
uv,c,9,-0.497367259581232
nt,nrfg,9,-2.2456853384822444
vd,ad,9,0.6858185585474564
s,ad,9,-0.7861569149682683
ng,s,9,0.7471130221981992
zg,i,9,-0.6315272767960639
vn,y,9,-0.20459395875216044
d,g,9,1.0036987834475135
an,l,9,-1.0965278466788084
ug,ng,9,4.410207130688063
zg,nrt,9,1.4497497081061743
z,l,9,-0.4768804926542968
uz,b,9,0.33710233732067635
vn,eng,9,-1.852292214821279
z,t,9,-0.3041939229969884
t,k,9,-0.3000897700813681
mq,ns,8,-1.0122715198160703
s,zg,8,0.35807822860701494
j,zg,8,-0.6824970370408782
r,h,8,0.8842637363053926
vg,j,8,0.9198731660902401
m,g,8,0.11497629445770642
nz,vg,8,0.7905290216212832
r,tg,8,1.9628735710017589
ns,y,8,0.12161271146189286
i,zg,8,-0.823153190394808
nr,eng,8,-0.8385597071410232
nrt,ag,8,5.120435909308526
an,ns,8,-2.682273073727631
s,nt,8,-2.007606639596225
v,tg,8,-1.3830576529976457
uj,vd,8,-2.6876472694025018
h,x,8,-2.6869154409157288
b,zg,8,-0.16393737810618975
mq,nr,8,-0.3319248052549821
ul,mq,8,1.6805065158142383
ng,j,8,-0.46479068414508495
d,df,8,2.2932054006424982
q,r,8,-2.5435253309736567
uv,l,8,-0.19796164056990878
nrfg,i,8,-2.6397343233253023
z,uv,8,3.4776141109293177
mq,j,8,1.0765986697776933
zg,f,8,-1.4498198888764735
mq,f,8,0.2997046097641021
mq,i,8,0.9480722204021996
ul,c,8,-3.5885438655279076
mq,c,8,-0.0657819146631952
ns,ug,8,-0.4144401887783168
i,s,7,-2.291948173961256
uv,ns,7,-1.8064269441188152
vg,p,7,-1.3418698521822665
nz,vd,7,-0.8105480724893876
tg,n,7,-2.1428137894577346
c,zg,7,-2.0049543499624876
ud,p,7,-1.2544070109319272
u,h,7,2.2453654887620704
m,nrfg,7,-5.333803227265567
eng,t,7,-0.09883023099238251
s,nrt,7,-0.19994492433366082
t,vd,7,-1.3117732062282397
ag,ng,7,5.518383983168486
ad,j,7,-2.1784047087402976
eng,vn,7,-2.2354522652756073
ug,ul,7,2.0533407633300396
zg,q,7,0.7354916669912444
eng,j,7,0.40153316333756256
nrt,zg,7,1.0483063930982635
u,uz,7,-0.22692534118908653
nz,eng,7,0.276914768760952
b,ad,7,-1.6707426010661812
zg,ad,7,0.13839755870215026
df,n,7,-0.854568820826661
ns,uz,7,-2.680826720181595
vn,vg,7,-1.8938931192880522
y,v,7,-2.495811591009549
nz,q,7,-1.719243164944654
an,nr,7,-2.194571437108939
g,p,7,0.7455929890680728
n,df,7,-0.8704232883691463
ad,t,7,-2.678768103070243
nz,k,7,-0.16143471572722462
uz,f,7,-1.3089630784827055
ng,g,7,5.334502260313895
r,mq,7,-0.2891267845570581
uz,y,7,4.712849745102133
ad,nt,7,-2.2259609664185134
nrfg,ng,7,-0.18140021279204865
l,mq,7,0.2622716540469349
n,yg,6,-0.9469648432421389
nrfg,ad,6,-1.9222769077212245
ns,tg,6,0.6476815231294807
g,ng,6,5.114751247161892
ug,d,6,-0.8619631353504263
v,df,6,-0.5327505857554947
ul,an,6,-0.4726037880004977
uz,uj,6,-2.9773519824140977
mq,m,6,-2.174737176712337
j,eng,6,0.1815573606573826
tg,p,6,0.7044408824017714
ud,ns,6,-1.496571681532028
c,eng,6,-0.9482548743218309
g,nr,6,1.1837750330290602
vd,d,6,-3.0678674338983054
nrt,q,6,0.10884793503331426
nrt,s,6,-0.4502359338622364
ng,t,6,-1.3801915777538736
b,nrfg,6,-2.161299909289559
j,nrfg,6,-2.679859568224247
eng,ns,6,-1.9097294475926487
i,b,6,-3.0497180237935937
ng,nz,6,-0.999190015383936
tg,d,6,0.608783796514705
vd,l,6,-1.576162371668381
nr,uv,6,-1.399448072883322
a,ug,6,-0.903644485505084
l,vg,6,-0.16860088177070698
ug,nz,6,1.1834300589067435
t,z,6,-0.9835493209603177
nt,an,6,-1.1778544254585337
ng,q,6,0.721234390372594
t,nrt,6,-2.091172758289732
i,uz,6,-0.9211948903285203
t,ug,6,0.6649425695145611
r,g,6,1.3537490196066129
l,z,6,-1.0264165913346122
f,mq,6,-0.05132851332780795
j,vg,6,0.5025265355753179
l,nrfg,6,-3.350986985570272
uv,r,6,-1.107106221701684
uv,i,6,-0.06847562523699342
g,m,6,-0.24399983914945095
z,p,5,-2.7209253755521043
mq,l,5,-0.27452319932219754
h,a,5,-0.7629008363341947
q,an,5,0.3341568021192552
h,vg,5,5.362096350589129
u,tg,5,2.8385484962881953
nt,nrt,5,-1.876735288130949
z,j,5,-0.6518274352219937
i,nrt,5,-1.8666031705057256
b,nrt,5,-1.207387358217107
v,o,5,-1.8897611397983027
g,g,5,8.321202124629318
nz,an,5,-1.4171355735460527
g,d,5,0.16450907601076473
uz,j,5,-1.0174958456393561
k,nr,5,-1.902272707528235
m,k,5,-3.3961626100423556
vg,q,5,1.8428638347741249
nrt,z,5,1.3051249282591562
nz,uz,5,-1.1706081560412627
nrt,nt,5,-1.802805302275218
ad,s,5,-1.6218528310095675
i,an,5,-1.430756713667104
uz,nrt,5,0.9352546898873882
k,ad,5,0.5102192330118688
ad,b,5,-2.1572302595054573
m,ud,5,-2.5731492753188543
q,z,5,1.0059337826100483
ag,m,5,-0.32579393031309833
k,f,5,-1.2706432925091509
uz,q,5,0.5835667281571665
q,nrt,5,-0.10168965471936585
p,vg,5,-1.878174933137594
an,y,5,3.973443974324742
ud,nr,5,-1.0792593728047337
j,an,5,-1.290100560313174
nr,ag,5,1.083760929037101
mq,s,5,1.4405054695660273
